Sender;Ngram;Count
Bad Boy;('So', 'how');1
Bad Boy;('how', 'about');1
Bad Boy;('about', 'a');1
Bad Boy;('a', 'drugs');1
Bad Boy;('drugs', 'trade');1
Bad Boy;('trade', '?');2
Bad Boy;('?', 'Well');1
Bad Boy;('Well', 'how');1
Bad Boy;('how', 'convenient');1
Bad Boy;('convenient', '?');1
Bad Boy;('?', '\\nSo');1
Bad Boy;('\\nSo', 'what');1
Bad Boy;('what', "'s");2
Bad Boy;("'s", 'the');2
Bad Boy;('the', 'price');1
Bad Boy;('price', 'of');1
Bad Boy;('of', 'that');2
Bad Boy;('that', 'then');1
Bad Boy;('then', '?');1
Bad Boy;('?', '≡ƒñ¼');1
Bad Boy;('≡ƒñ¼', 'fuck');1
Bad Boy;('fuck', 'that');1
Bad Boy;('that', "'s");2
Bad Boy;("'s", 'expensive');1
Bad Boy;('expensive', 'Ok');1
Bad Boy;('need', 'time');1
Bad Boy;('time', 'to');1
Bad Boy;('to', 'find');1
Bad Boy;('find', 'the');1
Bad Boy;('cash', 'Ok');1
Bad Boy;('I', 'can');6
Bad Boy;('can', 'get');1
Bad Boy;('get', 'the');1
Bad Boy;('.', 'Just');2
Bad Boy;('Just', 'need');1
Bad Boy;('need', '48hrs');1
Bad Boy;('48hrs', '.');1
Bad Boy;('.', 'When');1
Bad Boy;('When', 'can');1
Bad Boy;('can', 'we');1
Bad Boy;('we', 'trade');1
Bad Boy;('?', 'You');3
Bad Boy;('You', 'ready');1
Bad Boy;('ready', 'for');1
Bad Boy;('for', 'an');2
Bad Boy;('an', 'exchange');2
Bad Boy;('exchange', '?');1
Bad Boy;('?', 'Yes');2
Bad Boy;('Yes', 'let');1
Bad Boy;("'s", 'do');1
Bad Boy;('do', 'this');1
Bad Boy;('this', '.');1
Bad Boy;('.', 'nan');3
Bad Boy;('nan', 'Meet');1
Bad Boy;('Meet', 'me');1
Bad Boy;('me', 'here');1
Bad Boy;('here', 'in');1
Bad Boy;('in', '30');1
Bad Boy;('mins', 'You');1
Bad Boy;('You', 'there');1
Bad Boy;('there', 'yet');1
Bad Boy;('yet', '.');1
Bad Boy;('.', 'Getting');1
Bad Boy;('Getting', 'nervous');2
Bad Boy;('nervous', 'carrying');1
Bad Boy;('carrying', 'this');1
Bad Boy;('this', 'much');1
Bad Boy;('much', 'cash');1
Bad Boy;('cash', '..');1
Bad Boy;('..', 'Yes');1
Bad Boy;('ok', 'I');2
Bad Boy;('I', 'around');1
Bad Boy;('around', 'the');1
Bad Boy;('the', 'back');1
Bad Boy;('back', 'of');1
Bad Boy;('of', 'the');2
Bad Boy;('the', 'shop');1
Bad Boy;('shop', '...');1
Bad Boy;('...', 'Black');1
Bad Boy;('Black', 'BMW');1
Bad Boy;('BMW', 'nan');1
Bad Boy;('nan', 'Here');1
Bad Boy;('Here', 'Glad');1
Bad Boy;('Glad', 'we');1
Bad Boy;('we', 'can');1
Bad Boy;('can', 'work');1
Bad Boy;('work', 'together');1
Bad Boy;('together', 'again');1
Bad Boy;('again', '.');1
Bad Boy;('I', "'ll");1
Bad Boy;("'ll", 'be');1
Bad Boy;('be', 'back');1
Bad Boy;('back', 'for');1
Bad Boy;('for', 'more');1
Bad Boy;('more', 'in');1
Bad Boy;('in', 'due');1
Bad Boy;('due', 'coursem');1
Bad Boy;('coursem', 'Business');1
Bad Boy;('Business', 'is');1
Bad Boy;('is', 'booming');1
Bad Boy;('booming', '.');1
Bad Boy;('.', 'Going');1
Bad Boy;('Going', 'to');1
Bad Boy;('to', 'need');1
Bad Boy;('need', 'another');1
Bad Boy;('another', 'delivery');1
Bad Boy;('delivery', 'in');1
Bad Boy;('in', '2');1
Bad Boy;('2', 'weeks');1
Bad Boy;('weeks', '.');1
Bad Boy;('.', 'Can');2
Bad Boy;('Can', 'you');1
Bad Boy;('you', 'deliver');1
Bad Boy;('deliver', '?');1
Bad Boy;('?', 'Make');1
Bad Boy;('Make', 'it');1
Bad Boy;('it', 'a');1
Bad Boy;('a', 'week');1
Bad Boy;('week', '.');1
Bad Boy;('This', 'stuff');1
Bad Boy;('stuff', 'is');1
Bad Boy;('is', 'selling');1
Bad Boy;('selling', 'so');1
Bad Boy;('so', 'fast');1
Bad Boy;('fast', 'I');1
Bad Boy;('I', 'ca');1
Bad Boy;('ca', "n't");1
Bad Boy;("n't", 'keep');1
Bad Boy;('keep', 'up');1
Bad Boy;('up', '.');1
Bad Boy;('.', 'Need');1
Bad Boy;('Need', 'new');1
Bad Boy;('new', 'packages');1
Bad Boy;('packages', 'asap');1
Bad Boy;('asap', 'No');1
Bad Boy;('No', 'man');1
Bad Boy;('man', '..');1
Bad Boy;('..', 'stop');1
Bad Boy;('stop', 'being');1
Bad Boy;('being', 'so');1
Bad Boy;('so', 'paranoid');1
Bad Boy;('paranoid', 'Yer');1
Bad Boy;('Yer', 'man');1
Bad Boy;('.', 'Which');1
Bad Boy;('Which', 'bit');1
Bad Boy;('bit', 'of');1
Bad Boy;('that', 'last');1
Bad Boy;('last', 'message');1
Bad Boy;('message', 'did');1
Bad Boy;('did', "n't");1
Bad Boy;("n't", 'you');1
Bad Boy;('you', 'understand');1
Bad Boy;('understand', '?');1
Bad Boy;('can', 'sell');1
Bad Boy;('sell', 'this');1
Bad Boy;('this', 'shit');2
Bad Boy;('shit', 'all');1
Bad Boy;('all', 'day');1
Bad Boy;('day', 'long');1
Bad Boy;('long', '.');1
Bad Boy;('I', 'am');1
Bad Boy;('am', 'raking');1
Bad Boy;('raking', 'in');1
Bad Boy;('in', 'cash');1
Bad Boy;('cash', '...');1
Bad Boy;('...', 'Give');1
Bad Boy;('Give', 'me');1
Bad Boy;('me', 'a');2
Bad Boy;('a', 'delivery');1
Bad Boy;('delivery', 'date');1
Bad Boy;('date', 'please');1
Bad Boy;('please', '!');1
Bad Boy;('!', 'nan');1
Bad Boy;('nan', 'I');2
Bad Boy;('need', 'more');1
Bad Boy;('more', 'white');1
Bad Boy;('white', 'lines');1
Bad Boy;('lines', ',');1
Bad Boy;(',', 'this');1
Bad Boy;('this', 'big');1
Bad Boy;('big', '!');1
Bad Boy;('!', 'Yes');2
Bad Boy;('Yes', 'yes');1
Bad Boy;('yes', 'yes');1
Bad Boy;('yes', 'How');1
Bad Boy;('How', 'much');2
Bad Boy;('much', 'Yes');1
Bad Boy;('Yes', 'deal');1
Bad Boy;('deal', '.');2
Bad Boy;('get', 'cash');1
Bad Boy;('cash', 'in');1
Bad Boy;('in', '24hrs');1
Bad Boy;('24hrs', '.');1
Bad Boy;('Can', 'we');1
Bad Boy;('we', 'meet');1
Bad Boy;('meet', 'tomorrow');1
Bad Boy;('tomorrow', 'at');1
Bad Boy;('at', 'location');1
Bad Boy;('location', 'you');1
Bad Boy;('you', 'choose');1
Bad Boy;('choose', '?');1
Bad Boy;('Ok', '1830hrs');1
Bad Boy;('1830hrs', 'ish');1
Bad Boy;('ish', '@');1
Bad Boy;('@', 'Barkaby');1
Bad Boy;('Barkaby', 'Coop');1
Bad Boy;('Coop', 'tomorrow');1
Bad Boy;('tomorrow', 'night');1
Bad Boy;('night', '.');1
Bad Boy;('The', 'one');1
Bad Boy;('one', 'by');1
Bad Boy;('by', 'the');1
Bad Boy;('the', 'train');1
Bad Boy;('train', 'station');1
Bad Boy;('station', '.');1
Bad Boy;('.', 'Is');1
Bad Boy;('Is', 'that');1
Bad Boy;('that', 'the');1
Bad Boy;('the', 'one');1
Bad Boy;('one', 'at');1
Bad Boy;('at', 'Jaktplan');1
Bad Boy;('Jaktplan', '1');1
Bad Boy;('1', '?');1
Bad Boy;('Ok', 'are');1
Bad Boy;('are', 'we');1
Bad Boy;('we', 'still');1
Bad Boy;('still', 'up');1
Bad Boy;('up', 'for');1
Bad Boy;('exchange', 'this');1
Bad Boy;('this', 'evening');1
Bad Boy;('evening', '?');1
Bad Boy;('Yes', 'obviously');1
Bad Boy;('obviously', '.');1
Bad Boy;('.', '15,000kr');1
Bad Boy;('15,000kr', 'is');1
Bad Boy;('is', 'the');1
Bad Boy;('the', 'deal');1
Bad Boy;('be', 'there');1
Bad Boy;('there', '.');1
Bad Boy;('nan', 'Ok');1
Bad Boy;('Ok', '....');1
Bad Boy;('....', 'get');1
Bad Boy;('get', 'there');1
Bad Boy;('there', 'when');1
Bad Boy;('when', 'I');1
Bad Boy;('can', '.');1
Bad Boy;('I', 'come');1
Bad Boy;('come', 'alone');1
Bad Boy;('alone', 'by');1
Bad Boy;('by', 'train');1
Bad Boy;('train', '..');1
Bad Boy;('..', 'Be');1
Bad Boy;('Be', 'there');1
Bad Boy;('there', 'soon');1
Bad Boy;('soon', 'man');1
Bad Boy;('.', 'U');1
Bad Boy;('U', 'got');1
Bad Boy;('got', 'the');1
Bad Boy;('gear', '?');2
Bad Boy;('?', 'Yep');1
Bad Boy;('Yep', 'coming');1
Bad Boy;('coming', 'now');1
Bad Boy;('now', '...');1
Bad Boy;('...', 'Pleasure');1
Bad Boy;('you', 'again');1
Bad Boy;('again', '...');1
Bad Boy;('...', 'Is');1
Bad Boy;('Is', 'this');1
Bad Boy;('this', 'some');1
Bad Boy;('some', 'sort');1
Bad Boy;('sort', 'of');1
Bad Boy;('of', 'sick');1
Bad Boy;('sick', 'April');1
Bad Boy;('April', 'Fools');1
Bad Boy;('Fools', 'joke');1
Bad Boy;('joke', '?');1
Bad Boy;('?', 'Really');1
Bad Boy;('Really', 'ok');1
Bad Boy;('ok', '?');1
Bad Boy;('You', 'have');1
Bad Boy;('have', 'my');1
Bad Boy;('my', 'word');1
Bad Boy;('word', '.');1
Bad Boy;('Just', 'make');1
Bad Boy;('make', 'sure');1
Bad Boy;('sure', 'the');1
Bad Boy;('gear', 'keeps');1
Bad Boy;('keeps', 'flowing');1
Bad Boy;('flowing', 'yer');1
Bad Boy;('yer', '?');1
Bad Boy;('?', 'Alright');1
Bad Boy;('Alright', 'man');1
Bad Boy;('.', 'Whatever');1
Bad Boy;('Whatever', 'you');1
Bad Boy;('you', 'say');1
Bad Boy;('say', 'boss');1
Bad Boy;('boss', '....');1
Bad Boy;('....', 'nan');2
Bad Boy;('nan', 'Just');1
Bad Boy;('Just', 'promise');1
Bad Boy;('promise', 'me');1
Bad Boy;('me', 'I');1
Bad Boy;('can', 'stay');1
Bad Boy;('stay', 'in');1
Bad Boy;('in', 'business');1
Bad Boy;('business', '....');1
Bad Boy;('....', 'https');1
Bad Boy;(':', '//images.app.goo.gl/ykj9WorVVQbVh3kd7');1
Bad Boy;('//images.app.goo.gl/ykj9WorVVQbVh3kd7', 'Getting');1
Bad Boy;('nervous', '.');1
Bad Boy;('.', 'Am');1
Bad Boy;('Am', 'I');1
Bad Boy;('I', 'overthinking');1
Bad Boy;('overthinking', 'things');1
Bad Boy;('things', '...');1
Bad Boy;('...', '?');1
Bad Boy;('nan', 'So');1
Bad Boy;('So', 'what');1
Bad Boy;('the', 'plan');1
Bad Boy;('plan', '?');1
Bad Boy;('You', 'buy');1
Bad Boy;('buy', 'or');1
Bad Boy;('or', 'sell');1
Bad Boy;('sell', '?');1
Bad Boy;('can', 'buy');1
Bad Boy;('buy', 'that');1
Bad Boy;('that', '.');1
Bad Boy;('.', 'Looks');1
Bad Boy;('Looks', 'good');1
Bad Boy;('good', '.');1
Bad Boy;('.', '1000kr');1
Bad Boy;('1000kr', 'to');1
Bad Boy;('my', 'good');1
Bad Boy;('good', 'man');1
Bad Boy;('man', '...');1
Bad Boy;('...', 'nan');1
Bad Boy;('I', 'got');1
Bad Boy;('got', 'a');1
Bad Boy;('a', 'few');1
Bad Boy;('few', 'things');1
Bad Boy;('things', 'to');1
Bad Boy;('buy', 'and');1
Bad Boy;('and', 'sell');1
Bad Boy;('sell', '.');1
Bad Boy;('can', 'fence');1
Bad Boy;('fence', 'some');1
Bad Boy;('some', 'of');1
Bad Boy;('of', 'your');1
Bad Boy;('your', 'gear');1
Bad Boy;('gear', 'if');1
Bad Boy;('if', 'you');1
Bad Boy;('you', 'like');1
Bad Boy;('like', '?');1
Bad Boy;('?', 'What');2
Bad Boy;('What', 'u');1
Bad Boy;('u', 'got');1
Bad Boy;('got', 'dude');1
Bad Boy;('dude', '....');1
Bad Boy;('....', 'Christ');1
Bad Boy;('Christ', 'almighty');2
Bad Boy;('almighty', '.');1
Bad Boy;('Did', 'you');1
Bad Boy;('you', 'rob');1
Bad Boy;('rob', 'a');1
Bad Boy;('a', 'bank');1
Bad Boy;('bank', '?');1
Bad Boy;('to', 'see');1
Bad Boy;('see', 'this');1
Bad Boy;('this', 'stuff');1
Bad Boy;('stuff', 'in');1
Bad Boy;('in', 'person');1
Bad Boy;('person', 'and');1
Bad Boy;('and', 'check');1
Bad Boy;('check', 'the');1
Bad Boy;('the', 'quality');1
Bad Boy;('quality', 'of');1
Bad Boy;('the', 'merchandise');1
Bad Boy;('merchandise', '.');1
Bad Boy;('.', 'For');1
Bad Boy;('For', 'all');1
Bad Boy;('all', 'I');1
Bad Boy;('you', 'just');1
Bad Boy;('just', 'downloaded');1
Bad Boy;('downloaded', 'this');1
Bad Boy;('shit', 'off');1
Bad Boy;('off', 'the');1
Bad Boy;('the', 'internet');1
Bad Boy;('internet', '.');1
Bad Boy;('.', 'Not');1
Bad Boy;('Not', 'that');1
Bad Boy;('that', 'I');1
Bad Boy;('I', 'do');2
Bad Boy;('do', "n't");2
Bad Boy;("n't", 'trust');1
Bad Boy;('trust', 'you');1
Bad Boy;('you', 'but');1
Bad Boy;('but', 'I');1
Bad Boy;("n't", '....');1
Bad Boy;('nan', 'Send');1
Bad Boy;('Send', 'me');1
Bad Boy;('a', 'sample');1
Bad Boy;('sample', 'tonight');1
Bad Boy;('tonight', 'Dude');1
Bad Boy;('Dude', 'stop');1
Bad Boy;('stop', 'sending');1
Bad Boy;('sending', 'me');1
Bad Boy;('me', 'useless');1
Bad Boy;('useless', 'shit');1
Bad Boy;('shit', 'and');1
Bad Boy;('and', 'let');1
Bad Boy;("'s", 'get');1
Bad Boy;('get', 'down');1
Bad Boy;('down', 'to');1
Bad Boy;('to', 'business');1
Bad Boy;('business', '...');1
Bad Boy;('...', 'You');1
Bad Boy;('You', 'pay');1
Bad Boy;('pay', 'a');1
Bad Boy;('a', 'lot');1
Bad Boy;('lot', 'my');1
Bad Boy;('friend', '....');1
Bad Boy;('....', 'Nice');1
Bad Boy;('Nice', '.');1
Bad Boy;('.', 'Dollar');1
Bad Boy;('Dollar', 'seems');1
Bad Boy;('seems', 'pretty');1
Bad Boy;('pretty', 'worthless');1
Bad Boy;('worthless', 'right');1
Bad Boy;('right', 'now');1
Bad Boy;('now', ',');1
Bad Boy;(',', 'so');1
Bad Boy;('so', 'happy');1
Bad Boy;('happy', 'the');1
Bad Boy;('the', 'cat');1
Bad Boy;('cat', 'liked');1
Bad Boy;('liked', 'it');1
Bad Boy;('it', '.');1
Bad Boy;('much', '?');2
Bad Boy;('nan', 'Really');1
Bad Boy;('Really', '?');1
Bad Boy;('?', 'Do');1
Bad Boy;('Do', "n't");1
Bad Boy;("n't", 'bother');1
Bad Boy;('bother', 'then');1
Bad Boy;('then', '....');1
Bad Boy;('....', 'Tick');1
Bad Boy;('Tick', 'Tock');1
Bad Boy;('Tock', 'nan');1
Bad Boy;('nan', 'Well');1
Bad Boy;('Well', 'you');1
Bad Boy;('you', 'know');1
Bad Boy;('know', 'me');1
Bad Boy;('I', 'like');1
Bad Boy;('like', 'some');1
Bad Boy;('some', 'trouble');1
Bad Boy;('trouble', 'because');1
Bad Boy;('because', 'I');1
Bad Boy;("'m", 'a');1
Bad Boy;('a', 'bad');1
Bad Boy;('bad', 'boy');1
Bad Boy;('boy', '!');1
Bad Boy;('!', '!');3
Bad Boy;('I', 'give');1
Bad Boy;('give', 'you');1
Bad Boy;('you', '1000kr');1
Bad Boy;('1000kr', 'tomorrow');1
Bad Boy;('tomorrow', 'I');1
Bad Boy;('I', 'guess');1
Bad Boy;('guess', 'I');1
Bad Boy;('I', 'should');1
Bad Boy;('should', "n't");1
Bad Boy;("n't", 'ask');1
Bad Boy;('ask', 'where');1
Bad Boy;('where', 'they');1
Bad Boy;('they', 'came');1
Bad Boy;('came', 'from');1
Bad Boy;('from', '?');1
Bad Boy;('What', "'s");1
Bad Boy;("'s", 'up');1
Bad Boy;('up', '?');1
Bad Boy;('?', 'Got');1
Bad Boy;('Got', 'any');1
Bad Boy;('any', 'gear');1
Bad Boy;('?', 'Gold');1
Bad Boy;('Gold', 'stuff');1
Bad Boy;('stuff', '?');1
Bad Boy;('?', 'Yerrrrr\\nHow');1
Bad Boy;('Yerrrrr\\nHow', 'much');1
Bad Boy;('?', 'Christ');1
Bad Boy;('almighty', 'that');1
Bad Boy;("'s", 'steep');1
Bad Boy;('steep', '.');1
Bad Boy;('.', '7500kr');1
Bad Boy;('7500kr', 'best');1
Bad Boy;('best', 'offer4');1
Bad Boy;('offer4', 'Hey');1
Bad Boy;('Hey', 'you');1
Bad Boy;('you', 'looking');1
Bad Boy;('looking', 'for');1
Bad Boy;('for', 'a');1
Bad Boy;('a', 'safe');1
Bad Boy;('safe', 'cracker');1
Bad Boy;('cracker', '?');1
Bad Boy;('Ok', 'deal');1
Bad Boy;('deal', 'nan');1
Maverick SOB;('Oh', 'jeez');1
Maverick SOB;('jeez', '.');1
Maverick SOB;('.', 'U');1
Maverick SOB;('U', 'r');1
Maverick SOB;('r', 'everywhere');1
Maverick SOB;('everywhere', 'What');1
Maverick SOB;('What', 'do');1
Maverick SOB;('do', 'you');2
Maverick SOB;('you', 'want');2
Maverick SOB;('want', 'man');1
Maverick SOB;('man', '?');1
Maverick SOB;('?', 'OK');4
Maverick SOB;('OK', 'but');1
Maverick SOB;('but', 'how');1
Maverick SOB;('how', 'can');1
Maverick SOB;('can', 'I');1
Maverick SOB;('I', 'trust');1
Maverick SOB;('trust', 'you');1
Maverick SOB;('you', 'after');1
Maverick SOB;('after', 'last');1
Maverick SOB;('last', 'time');1
Maverick SOB;('time', '?');1
Maverick SOB;('?', 'You');1
Maverick SOB;('You', 'really');1
Maverick SOB;('really', 'screwed');1
Maverick SOB;('screwed', 'up');1
Maverick SOB;('up', '...');1
Maverick SOB;('...', 'Ha');1
Maverick SOB;('Ha', 'yer');1
Maverick SOB;('yer', 'right');1
Maverick SOB;('right', '.');1
Maverick SOB;('.', 'How');2
Maverick SOB;('How', 'many');1
Maverick SOB;('many', 'times');1
Maverick SOB;('times', 'have');1
Maverick SOB;('have', 'I');1
Maverick SOB;('I', 'heard');1
Maverick SOB;('heard', 'that');1
Maverick SOB;('that', 'shit');1
Maverick SOB;('shit', 'before');1
Maverick SOB;('before', '.');1
Maverick SOB;('.', '≡ƒñö');1
Maverick SOB;('≡ƒñö', 'I');1
Maverick SOB;('I', 'need');3
Maverick SOB;('need', 'to');2
Maverick SOB;('to', 'speak');2
Maverick SOB;('speak', 'to');2
Maverick SOB;('to', 'Goose');1
Maverick SOB;('Goose', 'about');1
Maverick SOB;('about', 'this');1
Maverick SOB;('this', '...');2
Maverick SOB;('...', 'OK');2
Maverick SOB;('OK', 'Bad');1
Maverick SOB;('Bad', 'Boy');1
Maverick SOB;('Boy', '...');1
Maverick SOB;('...', 'Goose');1
Maverick SOB;('Goose', 'agreed');1
Maverick SOB;('agreed', 'to');1
Maverick SOB;('to', 'give');1
Maverick SOB;('give', 'you');1
Maverick SOB;('you', 'a');1
Maverick SOB;('a', 'second');1
Maverick SOB;('second', 'chance');1
Maverick SOB;('chance', ',');1
Maverick SOB;(',', 'but');2
Maverick SOB;('but', 'you');1
Maverick SOB;('you', 'need');1
Maverick SOB;('to', 'do');1
Maverick SOB;('do', 'everything');1
Maverick SOB;('everything', 'we');1
Maverick SOB;('we', 'say');1
Maverick SOB;('say', 'OK');1
Maverick SOB;('OK', '?');3
Maverick SOB;('?', 'Dear');1
Maverick SOB;('Dear', 'God');1
Maverick SOB;('God', ',');1
Maverick SOB;(',', 'please');1
Maverick SOB;('please', 'make');1
Maverick SOB;('make', 'sure');2
Maverick SOB;('sure', 'I');1
Maverick SOB;('I', 'do');1
Maverick SOB;('do', "n't");2
Maverick SOB;("n't", '.');1
Maverick SOB;('.', 'Sick');1
Maverick SOB;('Sick', 'of');1
Maverick SOB;('of', 'cleaning');1
Maverick SOB;('cleaning', 'up');1
Maverick SOB;('up', 'after');1
Maverick SOB;('after', 'others');1
Maverick SOB;('others', '.');1
Maverick SOB;('.', 'First');1
Maverick SOB;('First', 'job');1
Maverick SOB;('job', '.');2
Maverick SOB;('.', 'Find');1
Maverick SOB;('Find', 'us');1
Maverick SOB;('us', 'a');1
Maverick SOB;('a', 'place');1
Maverick SOB;('place', 'to');1
Maverick SOB;('to', 'rob');1
Maverick SOB;('rob', '..');1
Maverick SOB;('..', 'In');1
Maverick SOB;('In', 'the');1
Maverick SOB;('the', 'city');1
Maverick SOB;('city', '?');1
Maverick SOB;('?', 'Nah');1
Maverick SOB;('Nah', 'man');1
Maverick SOB;('man', 'that');1
Maverick SOB;('that', "'s");1
Maverick SOB;("'s", 'someone');1
Maverick SOB;('someone', 'else');1
Maverick SOB;('else', "'s");1
